Model,Category,Synopsis,Correct,Total,Proportion_Correct
gemini_pro001,oracle,Marine and Freshwater Mammal Conservation,35,39,0.897435897
gemini_pro001,oracle,Marsh and Swamp Conservation,174,181,0.961325967
gemini_pro001,oracle,Mediterranean Farmland,56,57,0.98245614
gemini_pro001,oracle,Natural Pest Control,15,15,1
gemini_pro001,oracle,Peatland Conservation,58,62,0.935483871
gemini_pro001,oracle,Primate Conservation,55,57,0.964912281
gemini_pro001,oracle,Reptile Conservation,149,155,0.961290323
gemini_pro001,oracle,Shrubland and Heathland Conservation,42,43,0.976744186
gemini_pro001,oracle,Soil Fertility,19,19,1
gemini_pro001,oracle,Subtidal Benthic Invertebrate Conservation,72,79,0.911392405
gemini_pro001,oracle,Sustainable Aquaculture,18,18,1
gemini_pro001,oracle,Terrestrial Mammal Conservation,179,188,0.95212766
gemini_pro001,sparse_retrieval,Amphibian Conservation,78,91,0.857142857
gemini_pro001,sparse_retrieval,Bat Conservation,39,46,0.847826087
gemini_pro001,sparse_retrieval,Bee Conservation,33,38,0.868421053
gemini_pro001,sparse_retrieval,Biodiversity of Marine Artificial Structures,33,35,0.942857143
gemini_pro001,sparse_retrieval,Bird Conservation,245,321,0.763239875
gemini_pro001,sparse_retrieval,Butterfly and Moth Conservation,94,115,0.817391304
gemini_pro001,sparse_retrieval,Control of Freshwater Invasive Species,38,50,0.76
gemini_pro001,sparse_retrieval,Farmland Conservation,64,73,0.876712329
gemini_pro001,sparse_retrieval,Forest Conservation,39,50,0.78
gemini_pro001,sparse_retrieval,Grassland Conservation,23,30,0.766666667
gemini_pro001,sparse_retrieval,Management of Captive Animals,26,34,0.764705882
gemini_pro001,sparse_retrieval,Marine Fish Conservation,58,71,0.816901409
gemini_pro001,sparse_retrieval,Marine and Freshwater Mammal Conservation,32,39,0.820512821
gemini_pro001,sparse_retrieval,Marsh and Swamp Conservation,147,181,0.812154696
gemini_pro001,sparse_retrieval,Mediterranean Farmland,44,57,0.771929825
gemini_pro001,sparse_retrieval,Natural Pest Control,13,15,0.866666667
gemini_pro001,sparse_retrieval,Peatland Conservation,48,62,0.774193548
gemini_pro001,sparse_retrieval,Primate Conservation,47,57,0.824561404
gemini_pro001,sparse_retrieval,Reptile Conservation,123,155,0.793548387
gemini_pro001,sparse_retrieval,Shrubland and Heathland Conservation,36,43,0.837209302
gemini_pro001,sparse_retrieval,Soil Fertility,15,19,0.789473684
gemini_pro001,sparse_retrieval,Subtidal Benthic Invertebrate Conservation,68,79,0.860759494
gemini_pro001,sparse_retrieval,Sustainable Aquaculture,16,18,0.888888889
gemini_pro001,sparse_retrieval,Terrestrial Mammal Conservation,159,188,0.845744681
gemma_27b,closed_book,Amphibian Conservation,68,91,0.747252747
gemma_27b,closed_book,Bat Conservation,34,46,0.739130435
gemma_27b,closed_book,Bee Conservation,30,38,0.789473684
gemma_27b,closed_book,Biodiversity of Marine Artificial Structures,31,35,0.885714286
gemma_27b,closed_book,Bird Conservation,204,321,0.635514019
gemma_27b,closed_book,Butterfly and Moth Conservation,76,115,0.660869565
gemma_27b,closed_book,Control of Freshwater Invasive Species,33,50,0.66
gemma_27b,closed_book,Farmland Conservation,54,73,0.739726027
gemma_27b,closed_book,Forest Conservation,28,50,0.56
gemma_27b,closed_book,Grassland Conservation,13,30,0.433333333
gemma_27b,closed_book,Management of Captive Animals,25,34,0.735294118
gemma_27b,closed_book,Marine Fish Conservation,49,71,0.690140845
gemma_27b,closed_book,Marine and Freshwater Mammal Conservation,33,39,0.846153846
gemma_27b,closed_book,Marsh and Swamp Conservation,103,181,0.569060774
gemma_27b,closed_book,Mediterranean Farmland,43,57,0.754385965
gemma_27b,closed_book,Natural Pest Control,13,15,0.866666667
gemma_27b,closed_book,Peatland Conservation,31,62,0.5
gemma_27b,closed_book,Primate Conservation,43,57,0.754385965
gemma_27b,closed_book,Reptile Conservation,94,155,0.606451613
gemma_27b,closed_book,Shrubland and Heathland Conservation,26,43,0.604651163
gemma_27b,closed_book,Soil Fertility,16,19,0.842105263
gemma_27b,closed_book,Subtidal Benthic Invertebrate Conservation,53,79,0.670886076
gemma_27b,closed_book,Sustainable Aquaculture,10,18,0.555555556
gemma_27b,closed_book,Terrestrial Mammal Conservation,124,188,0.659574468
gemma_27b,confused,Amphibian Conservation,86,91,0.945054945
gemma_27b,confused,Bat Conservation,46,46,1
gemma_27b,confused,Bee Conservation,37,38,0.973684211
gemma_27b,confused,Biodiversity of Marine Artificial Structures,33,35,0.942857143
gemma_27b,confused,Bird Conservation,289,321,0.900311527
gemma_27b,confused,Butterfly and Moth Conservation,102,115,0.886956522
gemma_27b,confused,Control of Freshwater Invasive Species,46,50,0.92
gemma_27b,confused,Farmland Conservation,70,73,0.95890411
gemma_27b,confused,Forest Conservation,46,50,0.92
gemma_27b,confused,Grassland Conservation,29,30,0.966666667
gemma_27b,confused,Management of Captive Animals,32,34,0.941176471
gemma_27b,confused,Marine Fish Conservation,63,71,0.887323944
gemma_27b,confused,Marine and Freshwater Mammal Conservation,32,39,0.820512821
gemma_27b,confused,Marsh and Swamp Conservation,172,181,0.950276243
gemma_27b,confused,Mediterranean Farmland,55,57,0.964912281
gemma_27b,confused,Natural Pest Control,15,15,1
gemma_27b,confused,Peatland Conservation,58,62,0.935483871
gemma_27b,confused,Primate Conservation,50,57,0.877192983
gemma_27b,confused,Reptile Conservation,140,155,0.903225807
gemma_27b,confused,Shrubland and Heathland Conservation,41,43,0.953488372
gemma_27b,confused,Soil Fertility,18,19,0.947368421
gemma_27b,confused,Subtidal Benthic Invertebrate Conservation,73,79,0.924050633
gemma_27b,confused,Sustainable Aquaculture,18,18,1
gemma_27b,confused,Terrestrial Mammal Conservation,173,188,0.920212766
gemma_27b,dense_retrieval,Amphibian Conservation,86,91,0.945054945
gemma_27b,dense_retrieval,Bat Conservation,40,46,0.869565217
gemma_27b,dense_retrieval,Bee Conservation,34,38,0.894736842
gemma_27b,dense_retrieval,Biodiversity of Marine Artificial Structures,31,35,0.885714286
gemma_27b,dense_retrieval,Bird Conservation,274,321,0.853582555
gemma_27b,dense_retrieval,Butterfly and Moth Conservation,89,115,0.773913044
gemma_27b,dense_retrieval,Control of Freshwater Invasive Species,45,50,0.9
gemma_27b,dense_retrieval,Farmland Conservation,61,73,0.835616438
gemma_27b,dense_retrieval,Forest Conservation,42,50,0.84
gemma_27b,dense_retrieval,Grassland Conservation,27,30,0.9
gemma_27b,dense_retrieval,Management of Captive Animals,30,34,0.882352941
gemma_27b,dense_retrieval,Marine Fish Conservation,56,71,0.788732394
gemma_27b,dense_retrieval,Marine and Freshwater Mammal Conservation,33,39,0.846153846
gemma_27b,dense_retrieval,Marsh and Swamp Conservation,153,181,0.845303867
gemma_27b,dense_retrieval,Mediterranean Farmland,49,57,0.859649123
gemma_27b,dense_retrieval,Natural Pest Control,14,15,0.933333333
gemma_27b,dense_retrieval,Peatland Conservation,49,62,0.790322581
gemma_27b,dense_retrieval,Primate Conservation,50,57,0.877192983
gemma_27b,dense_retrieval,Reptile Conservation,108,155,0.696774194
gemma_27b,dense_retrieval,Shrubland and Heathland Conservation,34,43,0.790697674
gemma_27b,dense_retrieval,Soil Fertility,14,19,0.736842105
gemma_27b,dense_retrieval,Subtidal Benthic Invertebrate Conservation,69,79,0.873417722
gemma_27b,dense_retrieval,Sustainable Aquaculture,17,18,0.944444444
gemma_27b,dense_retrieval,Terrestrial Mammal Conservation,156,188,0.829787234
gemma_27b,hybrid_retrieval,Amphibian Conservation,86,91,0.945054945
gemma_27b,hybrid_retrieval,Bat Conservation,41,46,0.891304348
gemma_27b,hybrid_retrieval,Bee Conservation,36,38,0.947368421
gemma_27b,hybrid_retrieval,Biodiversity of Marine Artificial Structures,34,35,0.971428571
gemma_27b,hybrid_retrieval,Bird Conservation,277,321,0.862928349
gemma_27b,hybrid_retrieval,Butterfly and Moth Conservation,95,115,0.826086957
gemma_27b,hybrid_retrieval,Control of Freshwater Invasive Species,42,50,0.84
gemma_27b,hybrid_retrieval,Farmland Conservation,68,73,0.931506849
gemma_27b,hybrid_retrieval,Forest Conservation,43,50,0.86
gemma_27b,hybrid_retrieval,Grassland Conservation,27,30,0.9
gemma_27b,hybrid_retrieval,Management of Captive Animals,31,34,0.911764706
gemma_27b,hybrid_retrieval,Marine Fish Conservation,59,71,0.830985916
gemma_27b,hybrid_retrieval,Marine and Freshwater Mammal Conservation,34,39,0.871794872
gemma_27b,hybrid_retrieval,Marsh and Swamp Conservation,163,181,0.900552486
gemma_27b,hybrid_retrieval,Mediterranean Farmland,52,57,0.912280702
gemma_27b,hybrid_retrieval,Natural Pest Control,15,15,1
gemma_27b,hybrid_retrieval,Peatland Conservation,52,62,0.838709677
gemma_27b,hybrid_retrieval,Primate Conservation,47,57,0.824561404
gemma_27b,hybrid_retrieval,Reptile Conservation,121,155,0.780645161
gemma_27b,hybrid_retrieval,Shrubland and Heathland Conservation,38,43,0.88372093
gemma_27b,hybrid_retrieval,Soil Fertility,16,19,0.842105263
gemma_27b,hybrid_retrieval,Subtidal Benthic Invertebrate Conservation,71,79,0.898734177
gemma_27b,hybrid_retrieval,Sustainable Aquaculture,17,18,0.944444444
gemma_27b,hybrid_retrieval,Terrestrial Mammal Conservation,163,188,0.867021277
gemma_27b,oracle,Amphibian Conservation,88,91,0.967032967
gemma_27b,oracle,Bat Conservation,46,46,1
gemma_27b,oracle,Bee Conservation,37,38,0.973684211
gemma_27b,oracle,Biodiversity of Marine Artificial Structures,35,35,1
gemma_27b,oracle,Bird Conservation,291,321,0.906542056
gemma_27b,oracle,Butterfly and Moth Conservation,107,115,0.930434783
gemma_27b,oracle,Control of Freshwater Invasive Species,47,50,0.94
gemma_27b,oracle,Farmland Conservation,71,73,0.97260274
gemma_27b,oracle,Forest Conservation,46,50,0.92
gemma_27b,oracle,Grassland Conservation,30,30,1
gemma_27b,oracle,Management of Captive Animals,32,34,0.941176471
gemma_27b,oracle,Marine Fish Conservation,63,71,0.887323944
gemma_27b,oracle,Marine and Freshwater Mammal Conservation,34,39,0.871794872
gemma_27b,oracle,Marsh and Swamp Conservation,171,181,0.944751381
gemma_27b,oracle,Mediterranean Farmland,56,57,0.98245614
gemma_27b,oracle,Natural Pest Control,15,15,1
gemma_27b,oracle,Peatland Conservation,60,62,0.967741936
gemma_27b,oracle,Primate Conservation,53,57,0.929824561
gemma_27b,oracle,Reptile Conservation,143,155,0.922580645
gemma_27b,oracle,Shrubland and Heathland Conservation,41,43,0.953488372
gemma_27b,oracle,Soil Fertility,19,19,1
gemma_27b,oracle,Subtidal Benthic Invertebrate Conservation,74,79,0.936708861
gemma_27b,oracle,Sustainable Aquaculture,18,18,1
gemma_27b,oracle,Terrestrial Mammal Conservation,173,188,0.920212766
gemma_27b,sparse_retrieval,Amphibian Conservation,77,91,0.846153846
gemma_27b,sparse_retrieval,Bat Conservation,40,46,0.869565217
gemma_27b,sparse_retrieval,Bee Conservation,32,38,0.842105263
gemma_27b,sparse_retrieval,Biodiversity of Marine Artificial Structures,34,35,0.971428571
gemma_27b,sparse_retrieval,Bird Conservation,245,321,0.763239875
gemma_27b,sparse_retrieval,Butterfly and Moth Conservation,90,115,0.782608696
gemma_27b,sparse_retrieval,Control of Freshwater Invasive Species,37,50,0.74
gemma_27b,sparse_retrieval,Farmland Conservation,64,73,0.876712329
gemma_27b,sparse_retrieval,Forest Conservation,37,50,0.74
gemma_27b,sparse_retrieval,Grassland Conservation,26,30,0.866666667
gemma_27b,sparse_retrieval,Management of Captive Animals,25,34,0.735294118
gemma_27b,sparse_retrieval,Marine Fish Conservation,59,71,0.830985916
gemma_27b,sparse_retrieval,Marine and Freshwater Mammal Conservation,30,39,0.769230769
gemma_27b,sparse_retrieval,Marsh and Swamp Conservation,151,181,0.834254144
gemma_27b,sparse_retrieval,Mediterranean Farmland,44,57,0.771929825
gemma_27b,sparse_retrieval,Natural Pest Control,13,15,0.866666667
gemma_27b,sparse_retrieval,Peatland Conservation,50,62,0.806451613
gemma_27b,sparse_retrieval,Primate Conservation,46,57,0.807017544
gemma_27b,sparse_retrieval,Reptile Conservation,116,155,0.748387097
gemma_27b,sparse_retrieval,Shrubland and Heathland Conservation,34,43,0.790697674
gemma_27b,sparse_retrieval,Soil Fertility,16,19,0.842105263
gemma_27b,sparse_retrieval,Subtidal Benthic Invertebrate Conservation,69,79,0.873417722
gemma_27b,sparse_retrieval,Sustainable Aquaculture,16,18,0.888888889
gemma_27b,sparse_retrieval,Terrestrial Mammal Conservation,155,188,0.824468085
gemma_9b,closed_book,Amphibian Conservation,59,91,0.648351648
gemma_9b,closed_book,Bat Conservation,37,46,0.804347826
gemma_9b,closed_book,Bee Conservation,27,38,0.710526316
gemma_9b,closed_book,Biodiversity of Marine Artificial Structures,30,35,0.857142857
gemma_9b,closed_book,Bird Conservation,190,321,0.591900312
gemma_9b,closed_book,Butterfly and Moth Conservation,75,115,0.652173913
gemma_9b,closed_book,Control of Freshwater Invasive Species,33,50,0.66
gemma_9b,closed_book,Farmland Conservation,49,73,0.671232877
gemma_9b,closed_book,Forest Conservation,32,50,0.64
gemma_9b,closed_book,Grassland Conservation,17,30,0.566666667
gemma_9b,closed_book,Management of Captive Animals,24,34,0.705882353
gemma_9b,closed_book,Marine Fish Conservation,51,71,0.718309859
gemma_9b,closed_book,Marine and Freshwater Mammal Conservation,29,39,0.743589744
gemma_9b,closed_book,Marsh and Swamp Conservation,100,181,0.552486188
gemma_9b,closed_book,Mediterranean Farmland,39,57,0.684210526
gemma_9b,closed_book,Natural Pest Control,13,15,0.866666667
gemma_9b,closed_book,Peatland Conservation,28,62,0.451612903
gemma_9b,closed_book,Primate Conservation,38,57,0.666666667
gemma_9b,closed_book,Reptile Conservation,93,155,0.6
gemma_9b,closed_book,Shrubland and Heathland Conservation,22,43,0.511627907
gemma_9b,closed_book,Soil Fertility,14,19,0.736842105
gemma_9b,closed_book,Subtidal Benthic Invertebrate Conservation,51,79,0.64556962
gemma_9b,closed_book,Sustainable Aquaculture,11,18,0.611111111
gemma_9b,closed_book,Terrestrial Mammal Conservation,118,188,0.627659575
gemma_9b,confused,Amphibian Conservation,83,91,0.912087912
gemma_9b,confused,Bat Conservation,44,46,0.956521739
gemma_9b,confused,Bee Conservation,36,38,0.947368421
gemma_9b,confused,Biodiversity of Marine Artificial Structures,34,35,0.971428571
gemma_9b,confused,Bird Conservation,284,321,0.884735203
gemma_9b,confused,Butterfly and Moth Conservation,104,115,0.904347826
gemma_9b,confused,Control of Freshwater Invasive Species,43,50,0.86
gemma_9b,confused,Farmland Conservation,70,73,0.95890411
gemma_9b,confused,Forest Conservation,42,50,0.84
gemma_9b,confused,Grassland Conservation,30,30,1
gemma_9b,confused,Management of Captive Animals,32,34,0.941176471
gemma_9b,confused,Marine Fish Conservation,61,71,0.85915493
gemma_9b,confused,Marine and Freshwater Mammal Conservation,36,39,0.923076923
gemma_9b,confused,Marsh and Swamp Conservation,168,181,0.928176796
gemma_9b,confused,Mediterranean Farmland,55,57,0.964912281
gemma_9b,confused,Natural Pest Control,15,15,1
gemma_9b,confused,Peatland Conservation,56,62,0.903225807
gemma_9b,confused,Primate Conservation,51,57,0.894736842
gemma_9b,confused,Reptile Conservation,137,155,0.883870968
gemma_9b,confused,Shrubland and Heathland Conservation,40,43,0.930232558
gemma_9b,confused,Soil Fertility,19,19,1
gemma_9b,confused,Subtidal Benthic Invertebrate Conservation,73,79,0.924050633
gemma_9b,confused,Sustainable Aquaculture,17,18,0.944444444
gemma_9b,confused,Terrestrial Mammal Conservation,177,188,0.941489362
gemma_9b,dense_retrieval,Amphibian Conservation,81,91,0.89010989
gemma_9b,dense_retrieval,Bat Conservation,38,46,0.826086957
gemma_9b,dense_retrieval,Bee Conservation,33,38,0.868421053
gemma_9b,dense_retrieval,Biodiversity of Marine Artificial Structures,31,35,0.885714286
gemma_9b,dense_retrieval,Bird Conservation,270,321,0.841121495
gemma_9b,dense_retrieval,Butterfly and Moth Conservation,84,115,0.730434783
gemma_9b,dense_retrieval,Control of Freshwater Invasive Species,39,50,0.78
gemma_9b,dense_retrieval,Farmland Conservation,63,73,0.863013699
gemma_9b,dense_retrieval,Forest Conservation,39,50,0.78
gemma_9b,dense_retrieval,Grassland Conservation,28,30,0.933333333
gemma_9b,dense_retrieval,Management of Captive Animals,31,34,0.911764706
gemma_9b,dense_retrieval,Marine Fish Conservation,52,71,0.732394366
gemma_9b,dense_retrieval,Marine and Freshwater Mammal Conservation,35,39,0.897435897
gemma_9b,dense_retrieval,Marsh and Swamp Conservation,149,181,0.82320442
gemma_9b,dense_retrieval,Mediterranean Farmland,47,57,0.824561404
gemma_9b,dense_retrieval,Natural Pest Control,15,15,1
gemma_9b,dense_retrieval,Peatland Conservation,47,62,0.758064516
gemma_9b,dense_retrieval,Primate Conservation,48,57,0.842105263
gemma_9b,dense_retrieval,Reptile Conservation,105,155,0.677419355
gemma_9b,dense_retrieval,Shrubland and Heathland Conservation,35,43,0.813953488
gemma_9b,dense_retrieval,Soil Fertility,16,19,0.842105263
gemma_9b,dense_retrieval,Subtidal Benthic Invertebrate Conservation,67,79,0.848101266
gemma_9b,dense_retrieval,Sustainable Aquaculture,15,18,0.833333333
gemma_9b,dense_retrieval,Terrestrial Mammal Conservation,157,188,0.835106383
gemma_9b,hybrid_retrieval,Amphibian Conservation,81,91,0.89010989
gemma_9b,hybrid_retrieval,Bat Conservation,41,46,0.891304348
gemma_9b,hybrid_retrieval,Bee Conservation,36,38,0.947368421
gemma_9b,hybrid_retrieval,Biodiversity of Marine Artificial Structures,32,35,0.914285714
gemma_9b,hybrid_retrieval,Bird Conservation,272,321,0.847352025
gemma_9b,hybrid_retrieval,Butterfly and Moth Conservation,93,115,0.808695652
gemma_9b,hybrid_retrieval,Control of Freshwater Invasive Species,40,50,0.8
gemma_9b,hybrid_retrieval,Farmland Conservation,67,73,0.917808219
gemma_9b,hybrid_retrieval,Forest Conservation,39,50,0.78
gemma_9b,hybrid_retrieval,Grassland Conservation,28,30,0.933333333
gemma_9b,hybrid_retrieval,Management of Captive Animals,31,34,0.911764706
gemma_9b,hybrid_retrieval,Marine Fish Conservation,55,71,0.774647887
gemma_9b,hybrid_retrieval,Marine and Freshwater Mammal Conservation,36,39,0.923076923
gemma_9b,hybrid_retrieval,Marsh and Swamp Conservation,162,181,0.895027624
gemma_9b,hybrid_retrieval,Mediterranean Farmland,52,57,0.912280702
gemma_9b,hybrid_retrieval,Natural Pest Control,15,15,1
gemma_9b,hybrid_retrieval,Peatland Conservation,51,62,0.822580645
gemma_9b,hybrid_retrieval,Primate Conservation,48,57,0.842105263
gemma_9b,hybrid_retrieval,Reptile Conservation,122,155,0.787096774
gemma_9b,hybrid_retrieval,Shrubland and Heathland Conservation,39,43,0.906976744
gemma_9b,hybrid_retrieval,Soil Fertility,16,19,0.842105263
gemma_9b,hybrid_retrieval,Subtidal Benthic Invertebrate Conservation,69,79,0.873417722
gemma_9b,hybrid_retrieval,Sustainable Aquaculture,16,18,0.888888889
gemma_9b,hybrid_retrieval,Terrestrial Mammal Conservation,162,188,0.861702128
gemma_9b,oracle,Amphibian Conservation,84,91,0.923076923
gemma_9b,oracle,Bat Conservation,43,46,0.934782609
gemma_9b,oracle,Bee Conservation,37,38,0.973684211
gemma_9b,oracle,Biodiversity of Marine Artificial Structures,34,35,0.971428571
gemma_9b,oracle,Bird Conservation,292,321,0.909657321
gemma_9b,oracle,Butterfly and Moth Conservation,104,115,0.904347826
gemma_9b,oracle,Control of Freshwater Invasive Species,44,50,0.88
gemma_9b,oracle,Farmland Conservation,71,73,0.97260274
gemma_9b,oracle,Forest Conservation,44,50,0.88
gemma_9b,oracle,Grassland Conservation,30,30,1
gemma_9b,oracle,Management of Captive Animals,32,34,0.941176471
gemma_9b,oracle,Marine Fish Conservation,62,71,0.873239437
gemma_9b,oracle,Marine and Freshwater Mammal Conservation,34,39,0.871794872
gemma_9b,oracle,Marsh and Swamp Conservation,174,181,0.961325967
gemma_9b,oracle,Mediterranean Farmland,55,57,0.964912281
gemma_9b,oracle,Natural Pest Control,14,15,0.933333333
gemma_9b,oracle,Peatland Conservation,56,62,0.903225807
gemma_9b,oracle,Primate Conservation,51,57,0.894736842
gemma_9b,oracle,Reptile Conservation,139,155,0.896774194
gemma_9b,oracle,Shrubland and Heathland Conservation,40,43,0.930232558
gemma_9b,oracle,Soil Fertility,19,19,1
gemma_9b,oracle,Subtidal Benthic Invertebrate Conservation,72,79,0.911392405
gemma_9b,oracle,Sustainable Aquaculture,17,18,0.944444444
gemma_9b,oracle,Terrestrial Mammal Conservation,179,188,0.95212766
gemma_9b,sparse_retrieval,Amphibian Conservation,76,91,0.835164835
gemma_9b,sparse_retrieval,Bat Conservation,39,46,0.847826087
gemma_9b,sparse_retrieval,Bee Conservation,34,38,0.894736842
gemma_9b,sparse_retrieval,Biodiversity of Marine Artificial Structures,33,35,0.942857143
gemma_9b,sparse_retrieval,Bird Conservation,233,321,0.725856698
gemma_9b,sparse_retrieval,Butterfly and Moth Conservation,87,115,0.756521739
gemma_9b,sparse_retrieval,Control of Freshwater Invasive Species,35,50,0.7
gemma_9b,sparse_retrieval,Farmland Conservation,67,73,0.917808219
gemma_9b,sparse_retrieval,Forest Conservation,33,50,0.66
gemma_9b,sparse_retrieval,Grassland Conservation,27,30,0.9
gemma_9b,sparse_retrieval,Management of Captive Animals,24,34,0.705882353
gemma_9b,sparse_retrieval,Marine Fish Conservation,54,71,0.76056338
gemma_9b,sparse_retrieval,Marine and Freshwater Mammal Conservation,30,39,0.769230769
gemma_9b,sparse_retrieval,Marsh and Swamp Conservation,151,181,0.834254144
gemma_9b,sparse_retrieval,Mediterranean Farmland,43,57,0.754385965
gemma_9b,sparse_retrieval,Natural Pest Control,13,15,0.866666667
gemma_9b,sparse_retrieval,Peatland Conservation,51,62,0.822580645
gemma_9b,sparse_retrieval,Primate Conservation,44,57,0.771929825
gemma_9b,sparse_retrieval,Reptile Conservation,118,155,0.761290323
gemma_9b,sparse_retrieval,Shrubland and Heathland Conservation,34,43,0.790697674
gemma_9b,sparse_retrieval,Soil Fertility,14,19,0.736842105
gemma_9b,sparse_retrieval,Subtidal Benthic Invertebrate Conservation,67,79,0.848101266
gemma_9b,sparse_retrieval,Sustainable Aquaculture,16,18,0.888888889
gemma_9b,sparse_retrieval,Terrestrial Mammal Conservation,152,188,0.808510638
gpt_4o,closed_book,Amphibian Conservation,70,91,0.769230769
gpt_4o,closed_book,Bat Conservation,36,46,0.782608696
gpt_4o,closed_book,Bee Conservation,29,38,0.763157895
gpt_4o,closed_book,Biodiversity of Marine Artificial Structures,30,35,0.857142857
gpt_4o,closed_book,Bird Conservation,218,321,0.679127726
gpt_4o,closed_book,Butterfly and Moth Conservation,79,115,0.686956522
gpt_4o,closed_book,Control of Freshwater Invasive Species,35,50,0.7
gpt_4o,closed_book,Farmland Conservation,54,73,0.739726027
gpt_4o,closed_book,Forest Conservation,31,50,0.62
gpt_4o,closed_book,Grassland Conservation,19,30,0.633333333
gpt_4o,closed_book,Management of Captive Animals,27,34,0.794117647
gpt_4o,closed_book,Marine Fish Conservation,53,71,0.746478873
gpt_4o,closed_book,Marine and Freshwater Mammal Conservation,32,39,0.820512821
gpt_4o,closed_book,Marsh and Swamp Conservation,114,181,0.629834254
gpt_4o,closed_book,Mediterranean Farmland,42,57,0.736842105
gpt_4o,closed_book,Natural Pest Control,12,15,0.8
gpt_4o,closed_book,Peatland Conservation,41,62,0.661290323
gpt_4o,closed_book,Primate Conservation,44,57,0.771929825
gpt_4o,closed_book,Reptile Conservation,96,155,0.619354839
gpt_4o,closed_book,Shrubland and Heathland Conservation,32,43,0.744186047
gpt_4o,closed_book,Soil Fertility,14,19,0.736842105
gpt_4o,closed_book,Subtidal Benthic Invertebrate Conservation,58,79,0.734177215
gpt_4o,closed_book,Sustainable Aquaculture,12,18,0.666666667
gpt_4o,closed_book,Terrestrial Mammal Conservation,125,188,0.664893617
gpt_4o,confused,Amphibian Conservation,89,91,0.978021978
gpt_4o,confused,Bat Conservation,45,46,0.97826087
gpt_4o,confused,Bee Conservation,38,38,1
gpt_4o,confused,Biodiversity of Marine Artificial Structures,34,35,0.971428571
gpt_4o,confused,Bird Conservation,298,321,0.92834891
gpt_4o,confused,Butterfly and Moth Conservation,107,115,0.930434783
gpt_4o,confused,Control of Freshwater Invasive Species,45,50,0.9
gpt_4o,confused,Farmland Conservation,73,73,1
gpt_4o,confused,Forest Conservation,47,50,0.94
gpt_4o,confused,Grassland Conservation,29,30,0.966666667
gpt_4o,confused,Management of Captive Animals,33,34,0.970588235
gpt_4o,confused,Marine Fish Conservation,65,71,0.915492958
gpt_4o,confused,Marine and Freshwater Mammal Conservation,34,39,0.871794872
gpt_4o,confused,Marsh and Swamp Conservation,172,181,0.950276243
gpt_4o,confused,Mediterranean Farmland,56,57,0.98245614
gpt_4o,confused,Natural Pest Control,15,15,1
gpt_4o,confused,Peatland Conservation,60,62,0.967741936
gpt_4o,confused,Primate Conservation,49,57,0.859649123
gpt_4o,confused,Reptile Conservation,142,155,0.916129032
gpt_4o,confused,Shrubland and Heathland Conservation,43,43,1
gpt_4o,confused,Soil Fertility,19,19,1
gpt_4o,confused,Subtidal Benthic Invertebrate Conservation,75,79,0.949367089
gpt_4o,confused,Sustainable Aquaculture,18,18,1
gpt_4o,confused,Terrestrial Mammal Conservation,176,188,0.936170213
gpt_4o,dense_retrieval,Amphibian Conservation,84,91,0.923076923
gpt_4o,dense_retrieval,Bat Conservation,41,46,0.891304348
gpt_4o,dense_retrieval,Bee Conservation,35,38,0.921052632
gpt_4o,dense_retrieval,Biodiversity of Marine Artificial Structures,31,35,0.885714286
gpt_4o,dense_retrieval,Bird Conservation,287,321,0.894080997
gpt_4o,dense_retrieval,Butterfly and Moth Conservation,86,115,0.747826087
gpt_4o,dense_retrieval,Control of Freshwater Invasive Species,45,50,0.9
gpt_4o,dense_retrieval,Farmland Conservation,67,73,0.917808219
gpt_4o,dense_retrieval,Forest Conservation,46,50,0.92
gpt_4o,dense_retrieval,Grassland Conservation,24,30,0.8
gpt_4o,dense_retrieval,Management of Captive Animals,32,34,0.941176471
gpt_4o,dense_retrieval,Marine Fish Conservation,55,71,0.774647887
gpt_4o,dense_retrieval,Marine and Freshwater Mammal Conservation,35,39,0.897435897
gpt_4o,dense_retrieval,Marsh and Swamp Conservation,154,181,0.850828729
gpt_4o,dense_retrieval,Mediterranean Farmland,47,57,0.824561404
gpt_4o,dense_retrieval,Natural Pest Control,15,15,1
gpt_4o,dense_retrieval,Peatland Conservation,50,62,0.806451613
gpt_4o,dense_retrieval,Primate Conservation,44,57,0.771929825
gpt_4o,dense_retrieval,Reptile Conservation,123,155,0.793548387
gpt_4o,dense_retrieval,Shrubland and Heathland Conservation,37,43,0.860465116
gpt_4o,dense_retrieval,Soil Fertility,17,19,0.894736842
gpt_4o,dense_retrieval,Subtidal Benthic Invertebrate Conservation,72,79,0.911392405
gpt_4o,dense_retrieval,Sustainable Aquaculture,17,18,0.944444444
gpt_4o,dense_retrieval,Terrestrial Mammal Conservation,162,188,0.861702128
gpt_4o,hybrid_retrieval,Amphibian Conservation,85,91,0.934065934
gpt_4o,hybrid_retrieval,Bat Conservation,44,46,0.956521739
gpt_4o,hybrid_retrieval,Bee Conservation,36,38,0.947368421
gpt_4o,hybrid_retrieval,Biodiversity of Marine Artificial Structures,33,35,0.942857143
gpt_4o,hybrid_retrieval,Bird Conservation,293,321,0.912772586
gpt_4o,hybrid_retrieval,Butterfly and Moth Conservation,100,115,0.869565217
gpt_4o,hybrid_retrieval,Control of Freshwater Invasive Species,43,50,0.86
gpt_4o,hybrid_retrieval,Farmland Conservation,71,73,0.97260274
